pubchem_id,iupac_name,common_name,smile,molecular_weight,num_h_donors,num_h_acceptors,num_rotatablebonds,complexity,topological_polor_surfacearea,monoisotopic_mass,exact_mass,xlogp3,formal_charge,heavy_atom_count,defined_atom_stereocenter_count,undefined_atom_stereocenter_count,defined_bond_stereocenter_count,undefined_bond_stereocenter_count,isotope_atom_count,covalently_bonded_unit_count,cas_id,fema_number,fema_flavor_profile,odor,taste,functional_groups
5352774,methyl (Z)-oct-4-enoate,methyl (z)-oct-4-enoate,CCCC=CCCC(=O)OC,156.225,0,2,6,128,26.3,156.115,156.115,2.4,0,11,0,0,1,0,0,1,21063-71-8,3367,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5352830,[(Z)-dec-4-enyl] acetate,4-decenyl acetate (z),CCCCCC=CCCCOC(=O)C,198.306,0,2,9,162,26.3,198.162,198.162,3.9,0,14,0,0,1,0,0,1,67452-27-1,3967,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5352836,(Z)-oct-4-en-1-ol,(z)-4-octen-1-ol,CCCC=CCCCO,128.215,1,1,5,67,20.2,128.12,128.12,2.2,0,9,0,0,1,0,0,1,54393-36-1,4354,Floral,not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5352837,(Z)-oct-5-en-1-ol,cis-5-octen-1-ol,CCC=CCCCCO,128.215,1,1,5,67,20.2,128.12,128.12,2,0,9,0,0,1,0,0,1,64275-73-6,3722,Green,not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5352874,"(5E)-octa-1,5-dien-3-one","1,5-octadien-3-one",CCC=CCC(=O)C=C,124.183,0,1,4,123,17.1,124.089,124.089,1.9,0,9,0,0,1,0,0,1,65213-86-7,4405,Floral,not available,not available,carbonyl compound@ketone@alkene
5352876,"(3E,5E)-octa-3,5-dien-2-one","3,5-octadien-2-one",CCC=CC=CC(=O)C,124.183,0,1,3,132,17.1,124.089,124.089,1.8,0,9,0,0,2,0,0,1,30086-02-3@38284-27-4,4008,Green,not available,not available,carbonyl compound@ketone@alkene
5352905,"2,6-dimethoxy-4-[(E)-prop-1-enyl]phenol","4-propenyl-2,6-dimethoxyphenol",CC=CC1=CC(=C(C(=C1)OC)O)OC,194.23,1,3,3,177,38.7,194.094,194.094,2.5,0,14,0,0,1,0,0,1,20675-95-0@6635-22-9,3728,Spice,not available,not available,hydroxy compound@phenol or hydroxyhetarene@ether@alkyl aryl ether@alkene@aromatic compound
5352972,[(E)-hex-2-enyl] formate,trans-2-hexenyl formate,CCCC=CCOC=O,128.171,0,2,5,86.9,26.3,128.084,128.084,2,0,9,0,0,1,0,0,1,53398-78-0,3927,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5352973,[(E)-hex-2-enyl] hexanoate,(e)-2-hexenyl hexanoate,CCCCCC(=O)OCC=CCCC,198.306,0,2,9,162,26.3,198.162,198.162,3.9,0,14,0,0,1,0,0,1,53398-86-0,3983,Green,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5352974,[(E)-hex-2-enyl] pentanoate,trans-2-hexenyl valerate,CCCCC(=O)OCC=CCCC,184.279,0,2,8,150,26.3,184.146,184.146,3.3,0,13,0,0,1,0,0,1,56922-74-8,3935,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5353011,"[(2E)-3,7-dimethylocta-2,6-dienyl] benzoate",geranyl benzoate,CC(=CCCC(=CCOC(=O)C1=CC=CC=C1)C)C,258.361,0,2,7,329,26.3,258.162,258.162,5.1,0,19,0,0,1,0,0,1,94-48-4,2511,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene@aromatic compound
5354238,(E)-4-(4-hydroxy-3-methoxyphenyl)but-3-en-2-one,dehydrozingerone,CC(=O)C=CC1=CC(=C(C=C1)O)OC,192.214,1,3,3,223,46.5,192.079,192.079,1.7,0,14,0,0,1,0,0,1,1080-12-2,3738,Floral,not available,not available,carbonyl compound@ketone@hydroxy compound@phenol or hydroxyhetarene@ether@alkyl aryl ether@alkene@aromatic compound
5354280,2-ethoxy-5-[(E)-prop-1-enyl]phenol,vanitrope,CCOC1=C(C=C(C=C1)C=CC)O,178.231,1,2,3,166,29.5,178.099,178.099,2.9,0,13,0,0,1,0,0,1,94-86-0,2922,Not Available,not available,not available,hydroxy compound@phenol or hydroxyhetarene@ether@alkyl aryl ether@alkene@aromatic compound
5354763,prop-2-enyl (E)-but-2-enoate,allyl crotonate,CC=CC(=O)OCC=C,126.155,0,2,4,125,26.3,126.068,126.068,1.6,0,9,0,0,1,0,0,1,20474-93-5@5453-44-1,4072,Not Available,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5354882,"[(2Z)-3,7-dimethylocta-2,6-dienyl] formate",neryl formate,CC(=CCCC(=CCOC=O)C)C,182.263,0,2,6,198,26.3,182.131,182.131,3.5,0,13,0,0,1,0,0,1,105-86-2@2142-94-1,2776,Green,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5354883,[(E)-3-phenylprop-2-enyl] formate,cinnamyl formate,C1=CC=C(C=C1)C=CCOC=O,162.188,0,2,4,146,26.3,162.068,162.068,2.5,0,12,0,0,1,0,0,1,104-65-4@23510-72-7,2299,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene@aromatic compound
5355850,[(E)-3-phenylprop-2-enyl] propanoate,cinnamyl propionate,CCC(=O)OCC=CC1=CC=CC=C1,190.242,0,2,5,191,26.3,190.099,190.099,2.7,0,14,0,0,1,0,0,1,103-56-0@78761-38-3,2301,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene@aromatic compound
5355853,"[(2E)-3,7-dimethylocta-2,6-dienyl] propanoate",geranyl propionate,CCC(=O)OCC=C(C)CCC=C(C)C,210.317,0,2,7,245,26.3,210.162,210.162,3.9,0,15,0,0,1,0,0,1,105-90-8@27751-90-2,2517,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5355855,[(E)-3-phenylprop-2-enyl] 3-methylbutanoate,cinnamyl isovalerate,CC(C)CC(=O)OCC=CC1=CC=CC=C1,218.296,0,2,6,225,26.3,218.131,218.131,3.9,0,16,0,0,1,0,0,1,140-27-2,2302,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene@aromatic compound
5355856,"[(2E)-3,7-dimethylocta-2,6-dienyl] butanoate",geranyl butyrate,CCCC(=O)OCC=C(C)CCC=C(C)C,224.344,0,2,8,258,26.3,224.178,224.178,4.3,0,16,0,0,1,0,0,1,106-29-6,2512,"Apple , Fruit, Rose",not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5355858,"3,7-dimethylocta-1,6-dien-3-yl (E)-3-phenylprop-2-enoate",linalyl cinnamate,CC(=CCCC(C)(C=C)OC(=O)C=CC1=CC=CC=C1)C,284.399,0,2,8,396,26.3,284.178,284.178,5.4,0,21,0,1,1,0,0,1,78-37-5,2641,Flower,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene@aromatic compound
5357002,2-phenylethyl (E)-2-methylbut-2-enoate,phenethyl tiglate,CC=C(C)C(=O)OCCC1=CC=CC=C1,204.269,0,2,5,225,26.3,204.115,204.115,3.3,0,15,0,0,1,0,0,1,55719-85-2,2870,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene@aromatic compound
5357153,cyclohexyl (E)-3-phenylprop-2-enoate,cyclohexyl cinnamate,C1CCC(CC1)OC(=O)C=CC2=CC=CC=C2,230.307,0,2,4,258,26.3,230.131,230.131,4,0,17,0,0,1,0,0,1,138964-30-4@7779-17-1,2352,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene@aromatic compound
5358336,(E)-oct-3-en-2-ol,3-octen-2-ol,CCCCC=CC(C)O,128.215,1,1,4,76.6,20.2,128.12,128.12,2.3,0,9,0,1,1,0,0,1,57648-55-2@76649-14-4,3602,Savory,not available,not available,hydroxy compound@alcohol@secondary alcohol@alkene
5362561,3-(hydroxymethyl)heptan-2-one,3-(hydroxymethyl)heptan-2-one,CCCCC(CO)C(=O)C,144.214,1,2,5,99.4,37.3,144.115,144.115,1.2,0,10,0,1,0,0,0,1,65405-68-7,2804,Fruit,not available,not available,carbonyl compound@ketone@hydroxy compound@alcohol@primary alcohol
5362563,"5-ethenyl-2,4-dimethyl-1,3-thiazole","2,4-dimethyl-5-vinylthiazole",CC1=C(SC(=N1)C)C=C,139.216,0,2,1,114,41.1,139.046,139.046,2.6,0,9,0,0,0,0,0,1,65505-18-2,3145,Nuts,not available,not available,alkene@aromatic compound@heterocyclic compound
5362564,"2-butan-2-yl-4,5-dimethyl-2,5-dihydro-1,3-thiazole",65894-82-8,CCC(C)C1N=C(C(S1)C)C,171.302,0,2,2,165,37.7,171.108,171.108,2.6,0,11,0,3,0,0,0,1,65894-82-8,3619,Savory,not available,not available,imine@heterocyclic compound
5362565,"(E)-2,4-dimethylpent-2-enoic acid","2,4-dimethyl-2-pentenoic acid",CC(C)C=C(C)C(=O)O,128.171,1,2,2,134,37.3,128.084,128.084,1.7,0,9,0,0,1,0,0,1,21016-46-6@3876-52-6@66634-97-7,3143,Floral,not available,not available,carboxylic acid derivative@carboxylic acid@alkene
5362566,"1,2-bis(1-ethoxyethoxy)propane","4,6,9-trimethyl-3,5,8,10-tetraoxadodecane",CCOC(C)OCC(C)OC(C)OCC,220.309,0,4,9,141,36.9,220.167,220.167,1.9,0,15,0,3,0,0,0,1,67715-79-1,3534,Fruit,not available,not available,acetal
5362567,"1,2,3-tris(1-ethoxyethoxy)propane","1,2,3-tris(1-ethoxyethoxy)propane",CCOC(C)OCC(COC(C)OCC)OC(C)OCC,308.415,0,6,14,210,55.4,308.22,308.22,2.1,0,21,0,3,0,0,0,1,67715-82-6,3593,Fruit,not available,not available,acetal
5362572,1-(2-methylpyrimidin-4-yl)ethanone,67860-38-2,CC1=NC=CC(=N1)C(=O)C,136.154,0,3,1,136,42.8,136.064,136.064,0.6,0,10,0,0,0,0,0,1,67860-38-2,3654,Savory,not available,not available,carbonyl compound@ketone@aromatic compound@heterocyclic compound
5362579,"[(2E)-3,7-dimethylocta-2,6-dienyl] 2-ethylbutanoate",unii-842i7xqg7d,CCC(CC)C(=O)OCC=C(C)CCC=C(C)C,252.398,0,2,9,292,26.3,252.209,252.209,5.2,0,18,0,0,1,0,0,1,73019-14-4@85136-39-6,3339,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5362580,(E)-2-methyloct-2-enal,(e)-2-methyloct-2-enal,CCCCCC=C(C)C=O,140.226,0,1,5,114,17.1,140.12,140.12,3,0,10,0,0,1,0,0,1,49576-57-0@73757-27-4,3711,Fruit,not available,not available,carbonyl compound@aldehyde@alkene
5362581,ethyl 3-methyl-3-(4-methylphenyl)oxirane-2-carboxylate,ethyl methyl-p-tolylglycidate,CCOC(=O)C1C(O1)(C)C2=CC=C(C=C2)C,220.268,0,3,4,268,38.8,220.11,220.11,2.3,0,16,0,2,0,0,0,1,74367-97-8,3757,Floral,not available,not available,ether@dialkyl ether@carboxylic acid derivative@carboxylic acid ester@aromatic compound@heterocyclic compound
5362583,ethyl (E)-dec-4-enoate,ethyl trans-4-decenoate,CCCCCC=CCCC(=O)OCC,198.306,0,2,9,162,26.3,198.162,198.162,3.8,0,14,0,0,1,0,0,1,76649-16-6,3642,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5362584,"2-ethyl-4,5-dimethyl-2,5-dihydro-1,3-thiazole",76788-46-0,CCC1N=C(C(S1)C)C,143.248,0,2,1,131,37.7,143.077,143.077,1.8,0,9,0,2,0,0,0,1,76788-46-0,3620,Savory,not available,not available,imine@heterocyclic compound
5362588,(E)-5-methylhept-2-en-4-one,81925-81-7,CCC(C)C(=O)C=CC,126.199,0,1,3,114,17.1,126.104,126.104,2.2,0,9,0,1,1,0,0,1,102322-83-8@81925-81-7,3761,Savory,not available,not available,carbonyl compound@ketone@alkene
5362591,[(E)-oct-2-enyl] butanoate,unii-kqy9p705gy,CCCCCC=CCOC(=O)CCC,198.306,0,2,9,162,26.3,198.162,198.162,3.9,0,14,0,0,1,0,0,1,84642-60-4,3517,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5362592,"propyl (2E,4E)-deca-2,4-dienoate","propyl 2,4-decadienoate",CCCCCC=CC=CC(=O)OCCC,210.317,0,2,9,205,26.3,210.162,210.162,4.5,0,15,0,0,2,0,0,1,3025-32-9@84788-08-9,3648,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5362593,(E)-dec-5-enoic acid,5-decenoic acid,CCCCC=CCCCC(=O)O,170.252,1,2,7,139,37.3,170.131,170.131,2.9,0,12,0,0,1,0,0,1,16424-55-8@85392-03-6,Not Available,Not Available,not available,not available,carboxylic acid derivative@carboxylic acid@alkene
5362594,(E)-dec-6-enoic acid,6-decenoic acid,CCCC=CCCCCC(=O)O,170.252,1,2,7,139,37.3,170.131,170.131,2.9,0,12,0,0,1,0,0,1,85392-04-7@86503-04-0,Not Available,Not Available,not available,not available,carboxylic acid derivative@carboxylic acid@alkene
5362595,"3-(5-methyl-2-propan-2-ylcyclohexyl)oxypropane-1,2-diol",menthoxypropanediol,CC1CCC(C(C1)OCC(CO)O)C(C)C,230.348,2,3,5,194,49.7,230.188,230.188,2.3,0,16,0,4,0,0,0,1,87061-04-09,3784,Floral,not available,not available,"hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol@ether@dialkyl ether"
5362616,(Z)-hept-2-enal,(z)-hept-2-enal,CCCCC=CC=O,112.172,0,1,4,74.5,17.1,112.089,112.089,2.1,0,8,0,0,1,0,0,1,57266-86-1,Not Available,Not Available,not available,not available,carbonyl compound@aldehyde@alkene
5362622,ethyl (E)-hex-3-enoate,ethyl 3-hexenoate,CCC=CCC(=O)OCC,142.198,0,2,5,116,26.3,142.099,142.099,1.9,0,10,0,0,1,0,0,1,2396-83-0@26553-46-8,3342,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5362623,ethyl (Z)-hex-3-enoate,ethyl (z)hex-3-enoate,CCC=CCC(=O)OCC,142.198,0,2,5,116,26.3,142.099,142.099,1.9,0,10,0,0,1,0,0,1,64187-83-3,4112,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5362661,(E)-5-methyl-2-propan-2-ylhex-2-enal,2-isopropyl-5-methyl-2-hexenal,CC(C)CC=C(C=O)C(C)C,154.253,0,1,4,143,17.1,154.136,154.136,2.9,0,11,0,0,1,0,0,1,35158-25-9@69104-96-7,3406,Floral,not available,not available,carbonyl compound@aldehyde@alkene
5362696,"(2E,4E)-deca-2,4-dien-1-ol","2,4-decadien-1-ol",CCCCCC=CC=CCO,154.253,1,1,6,114,20.2,154.136,154.136,3.1,0,11,0,0,2,0,0,1,18409-21-7,3911,Fruit,not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5362720,(Z)-non-6-enal,cis-6-nonenal,CCC=CCCCCC=O,140.226,0,1,6,94.9,17.1,140.12,140.12,2.3,0,10,0,0,1,0,0,1,2277-19-2,3580,Green,not available,not available,carbonyl compound@aldehyde@alkene
5362782,methyl (E)-hex-3-enoate,"3-hexenoic acid, methyl ester",CCC=CCC(=O)OC,128.171,0,2,4,106,26.3,128.084,128.084,1.5,0,9,0,0,1,0,0,1,13894-61-6@2396-78-3,3364,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5362792,(Z)-non-6-en-1-ol,cis-6-nonen-1-ol,CCC=CCCCCCO,142.242,1,1,6,76.8,20.2,142.136,142.136,2.6,0,10,0,0,1,0,0,1,35854-86-5,3465,Green,not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5362798,(Z)-dec-4-en-1-ol,cis-4-decen-1-ol,CCCCCC=CCCCO,156.269,1,1,7,86.9,20.2,156.151,156.151,3.3,0,11,0,0,1,0,0,1,57074-37-0,4349,Fruit,not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5362814,(Z)-hept-4-enal,cis-4-heptenal,CCC=CCCC=O,112.172,0,1,4,74.5,17.1,112.089,112.089,1.4,0,8,0,0,1,0,0,1,6728-31-0,Not Available,Not Available,not available,not available,carbonyl compound@aldehyde@alkene
5362819,methyl (Z)-hex-3-enoate,methyl (z)-3-hexenoate,CCC=CCC(=O)OC,128.171,0,2,4,106,26.3,128.084,128.084,1.5,0,9,0,0,1,0,0,1,13894-62-7@2396-78-3,4164,Floral,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5362830,"[(2E)-3,7-dimethylocta-2,6-dienyl] 3-methylbutanoate",geranyl isovalerate,CC(C)CC(=O)OCC=C(C)CCC=C(C)C,238.371,0,2,8,281,26.3,238.193,238.193,4.7,0,17,0,0,1,0,0,1,109-20-6,2518,"Apple, Fruit, Rose",not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5363120,"[(2E,6Z)-nona-2,6-dienyl] acetate",68555-65-7,CCC=CCCC=CCOC(=O)C,182.263,0,2,7,181,26.3,182.131,182.131,2.7,0,13,0,0,2,0,0,1,68555-65-7,3952,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5363140,(E)-5-methylhex-3-en-2-one,5-methyl-3-hexen-2-one,CC(C)C=CC(=O)C,112.172,0,1,2,101,17.1,112.089,112.089,1.5,0,8,0,0,1,0,0,1,1821-29-0@5166-53-0,3409,Fruit,not available,not available,carbonyl compound@ketone@alkene
5363141,[(Z)-pent-2-enyl] hexanoate,pent-2-enyl hexanoate,CCCCCC(=O)OCC=CCC,184.279,0,2,8,150,26.3,184.146,184.146,3.3,0,13,0,0,1,0,0,1,74298-89-8,4191,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5363203,[(E)-hept-2-enyl] acetate,trans-2-heptenyl acetate,CCCCC=CCOC(=O)C,156.225,0,2,6,128,26.3,156.115,156.115,2.5,0,11,0,0,1,0,0,1,16939-73-4,4125,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5363206,[(E)-hept-3-enyl] acetate,(e)-hept-3-enyl acetate,CCCC=CCCOC(=O)C,156.225,0,2,6,128,26.3,156.115,156.115,2.4,0,11,0,0,1,0,0,1,1576-77-8@1576-78-9,3493,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5363229,(E)-oct-3-en-2-one,3-octen-2-one,CCCCC=CC(=O)C,126.199,0,1,4,103,17.1,126.104,126.104,2.3,0,9,0,0,1,0,0,1,1669-44-9,3416,"Dull, Green, Nut, Rose",not available,not available,carbonyl compound@ketone@alkene
5363231,(E)-7-methyloct-3-en-2-one,7-methyloct-3-en-2-one,CC(C)CCC=CC(=O)C,140.226,0,1,4,123,17.1,140.12,140.12,2.5,0,10,0,0,1,0,0,1,33046-81-0,3868,Fruit,not available,not available,carbonyl compound@ketone@alkene
5363233,(E)-dec-3-en-2-one,3-decen-2-one,CCCCCCC=CC(=O)C,154.253,0,1,6,125,17.1,154.136,154.136,3.4,0,11,0,0,1,0,0,1,10519-33-2@18402-84-1,3532,Savory,not available,not available,carbonyl compound@ketone@alkene
5363269,ethyl (Z)-octadec-9-enoate,ethyl oleate,CCCCCCCCC=CCCCCCCCC(=O)OCC,310.522,0,2,17,258,26.3,310.287,310.287,8,0,22,0,0,1,0,0,1,111-62-6,2450,Dairy,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5363289,[(Z)-octadec-9-enyl] acetate,oleyl acetate,CCCCCCCCC=CCCCCCCCCOC(=O)C,310.522,0,2,17,258,26.3,310.287,310.287,7.9,0,22,0,0,1,0,0,1,693-80-1,4359,Dairy,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5363291,[(Z)-hex-3-enyl] 2-oxopropanoate,cis-3-hexenyl pyruvate,CCC=CCCOC(=O)C(=O)C,170.208,0,3,6,182,43.4,170.094,170.094,1.8,0,12,0,0,1,0,0,1,68133-76-6,3934,Green,not available,not available,carbonyl compound@ketone@carboxylic acid derivative@carboxylic acid ester@alkene
5363388,[(Z)-hex-3-enyl] acetate,cis-3-hexenyl acetate,CCC=CCCOC(=O)C,142.198,0,2,5,116,26.3,142.099,142.099,1.9,0,10,0,0,1,0,0,1,1708-82-3@3681-71-8,3171,"Banana, Candy, Floral, Green",not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5363491,"[(2E,4E)-hexa-2,4-dienyl] acetate",sorbyl acetate,CC=CC=CCOC(=O)C,140.182,0,2,4,145,26.3,140.084,140.084,1.6,0,10,0,0,2,0,0,1,1516-17-2@57006-69-6,4132,Green,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5363526,"5-[(E)-but-2-en-2-yl]-2,2-dimethyloxolane",ocimene quintoxide,CC=C(C)C1CCC(O1)(C)C,154.253,0,1,1,168,9.2,154.136,154.136,2.7,0,11,0,1,1,0,0,1,56058-69-6@7416-35-5,3665,Fruit,not available,not available,ether@dialkyl ether@alkene@heterocyclic compound
5363537,(E)-non-5-en-2-one,5-nonen-2-one,CCCC=CCCC(=O)C,140.226,0,1,5,114,17.1,140.12,140.12,2.2,0,10,0,0,1,0,0,1,27039-84-5@75606-70-1,4326,Fruit,not available,not available,carbonyl compound@ketone@alkene
5363741,"(E)-4-(2,2-dimethyl-6-methylidenecyclohexyl)but-3-en-2-one",gamma-ionone,CC(=O)C=CC1C(=C)CCCC1(C)C,192.302,0,1,2,271,17.1,192.151,192.151,3.2,0,14,0,1,1,0,0,1,79-76-5,3175,Floral,not available,not available,carbonyl compound@ketone@alkene
5363817,"(E)-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-ol",alpha-ionol,CC1=CCCC(C1C=CC(C)O)(C)C,194.318,1,1,2,248,20.2,194.167,194.167,3,0,14,0,2,1,0,0,1,25312-34-9@472-78-6,3624,Floral,not available,not available,hydroxy compound@alcohol@secondary alcohol@alkene
5364231,[(Z)-hex-3-enyl] 2-hydroxypropanoate,cis-3-hexenyl lactate,CCC=CCCOC(=O)C(C)O,172.224,1,3,6,152,46.5,172.11,172.11,1.6,0,12,0,1,1,0,0,1,61931-81-5,3690,Green,not available,not available,hydroxy compound@alcohol@secondary alcohol@carboxylic acid derivative@carboxylic acid ester@alkene
5364399,ethyl (E)-oct-2-enoate,ethyl 2-octenoate,CCCCCC=CC(=O)OCC,170.252,0,2,7,139,26.3,170.131,170.131,3.4,0,12,0,0,1,0,0,1,2351-90-8@7367-82-0,3643,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5364409,methyl (E)-hex-2-enoate,methyl trans-2-hexenoate,CCCC=CC(=O)OC,128.171,0,2,4,106,26.3,128.084,128.084,1.9,0,9,0,0,1,0,0,1,13894-63-8@2396-77-2,2709,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5364438,(Z)-hexadec-7-enal,(z)-7-hexadecenal,CCCCCCCCC=CCCCCCC=O,238.415,0,1,13,172,17.1,238.23,238.23,6.1,0,17,0,0,1,0,0,1,56797-40-1,Not Available,Not Available,not available,not available,carbonyl compound@aldehyde@alkene
5364519,(Z)-oct-3-en-1-ol,cis-3-octen-1-ol,CCCCC=CCCO,128.215,1,1,5,67,20.2,128.12,128.12,2.4,0,9,0,0,1,0,0,1,20125-84-2,3467,"Dust, Toasted Nut",not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5364532,methyl (E)-oct-2-enoate,methyl oct-2-enoate,CCCCCC=CC(=O)OC,156.225,0,2,6,128,26.3,156.115,156.115,3,0,11,0,0,1,0,0,1,2396-85-2@68854-59-1@7367-81-9,3712,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5364578,(E)-hept-3-en-2-one,3-hepten-2-one,CCCC=CC(=O)C,112.172,0,1,3,92.6,17.1,112.089,112.089,1.7,0,8,0,0,1,0,0,1,1119-44-4@5609-09-6,3400,Fruit,not available,not available,carbonyl compound@ketone@alkene
5364586,"(2E,4E)-nona-2,4-dien-1-ol","2,4-nonadien-1-ol",CCCCC=CC=CCO,140.226,1,1,5,103,20.2,140.12,140.12,2.6,0,10,0,0,2,0,0,1,62488-56-6@64576-90-5,3951,Savory,not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5364631,(Z)-non-3-en-1-ol,cis-3-nonen-1-ol,CCCCCC=CCCO,142.242,1,1,6,76.8,20.2,142.136,142.136,2.9,0,10,0,0,1,0,0,1,10340-23-5,4412,"Floral, Green, Pungent",not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5364729,prop-2-enyl (E)-2-methylbut-2-enoate,allyl tiglate,CC=C(C)C(=O)OCC=C,140.182,0,2,4,157,26.3,140.084,140.084,2,0,10,0,0,1,0,0,1,7493-71-2,2043,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5364752,(E)-pent-2-enal,trans-2-pentenal,CCC=CC=O,84.118,0,1,2,55,17.1,84.058,84.058,1,0,6,0,0,1,0,0,1,1576-87-0@31424-04-1@764-39-6,3218,Not Available,not available,not available,carbonyl compound@aldehyde@alkene
5364778,ethyl (E)-hex-2-enoate,ethyl hex-2-enoate,CCCC=CC(=O)OCC,142.198,0,2,5,116,26.3,142.099,142.099,2.3,0,10,0,0,1,0,0,1,1552-67-6@27829-72-7,3675@4613,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5364919,(Z)-pent-2-en-1-ol,cis-2-penten-1-ol,CCC=CCO,86.134,1,1,2,39.2,20.2,86.073,86.073,0.9,0,6,0,0,1,0,0,1,1576-95-0@1576-96-1,4305,"Banana, Green, Rubber",not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5364941,(E)-non-2-en-1-ol,trans-2-nonen-1-ol,CCCCCCC=CCO,142.242,1,1,6,76.8,20.2,142.136,142.136,3,0,10,0,0,1,0,0,1,22104-79-6@31502-14-4,3379,Savory,not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5364942,(E)-dec-2-en-1-ol,trans-2-decen-1-ol,CCCCCCCC=CCO,156.269,1,1,7,86.9,20.2,156.151,156.151,3.6,0,11,0,0,1,0,0,1,18409-18-2@22104-80-9,4304,Fruit,not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5365004,(E)-undec-2-en-1-ol,trans-2-undecen-1-ol,CCCCCCCCC=CCO,170.296,1,1,8,97.2,20.2,170.167,170.167,4.1,0,12,0,0,1,0,0,1,37617-03-1@75039-84-8,4068,Floral,not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5365027,(Z)-non-2-en-1-ol,cis-2-nonen-1-ol,CCCCCCC=CCO,142.242,1,1,6,76.8,20.2,142.136,142.136,3,0,10,0,0,1,0,0,1,41453-56-9,3720,Green,not available,not available,hydroxy compound@alcohol@primary alcohol@alkene
5365049,[(Z)-hex-3-enyl] propanoate,cis-3-hexenyl propionate,CCC=CCCOC(=O)CC,156.225,0,2,6,128,26.3,156.115,156.115,2.4,0,11,0,0,1,0,0,1,33467-74-2,3933,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5365069,[(Z)-hex-3-enyl] 2-methylbutanoate,53398-85-9,CCC=CCCOC(=O)C(C)CC,184.279,0,2,7,162,26.3,184.146,184.146,3.3,0,13,0,1,1,0,0,1,10094-41-4@53398-85-9,3497,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
5365136,[(E)-hex-2-enyl] octanoate,(e)-2-hexenyl octanoate,CCCCCCCC(=O)OCC=CCCC,226.36,0,2,11,185,26.3,226.193,226.193,5,0,16,0,0,1,0,0,1,85554-72-9,4135,Fruit,not available,not available,carboxylic acid derivative@carboxylic acid ester@alkene
