Structure,Name,source file,MW,AlogP,RB,PSA,Estate,MR,Polar,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Num aromatic rings,,Num chiral centers,Num heavy atoms,,,,,,Num rings,,,,,Total charge
,Non-Bitter 2294,bitterpredict.maegz,126.264,1.9764,2,0,9.499,34.7739,13.444,12,0,0,0,0,2,2,1,298.379,159.756,0,0,138.624,440.598,0,0.5,0.0298239,0,0.9384795,10.195,3.384,3.326,0.537,2.811,-2.213,-1.973,-2.527,9906.038,0.283,10000,-1.327,9.407,2.701,0,-0.322,3,100,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,5,,,,,,0,,,,,0
,Non-Bitter 2295,bitterpredict.maegz,120.2132,0.9625,2,22.045,17.388,34.3806,13.586,4,0,0,0,0,4,1,1,321.076,209.502,49.313,0,62.261,492.646,1.8,2.2,0.0037097,0.0091929,0.9395376,10.993,4.2,6.581,4.77,1.22,-0.96,-0.837,-2.51,3374.951,0.103,4040.284,-2.044,9.254,-0.378,2,-0.644,3,100,0,0,1,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,7,,,,,,0,,,,,0
,Non-Bitter 2296,bitterpredict.maegz,154.2493,3.0302,6,29.091,24.167,49.521,19.018,2,0,0,0,0,6,1,0,453.002,384.01,52.991,16,0,722.894,0,2,0.022662,0,0.8598996,19.076,5.244,6.456,1.925,2.689,-2.728,-1.421,-3.875,3114.476,-0.276,1689.043,-1.864,10.318,0.134,1,-0.073,3,100,0,0,1,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,11,,,,,,0,,,,,0
,Non-Bitter 2296,bitterpredict.maegz,154.2493,3.0302,6,27.423,24.167,49.521,19.018,2,0,0,0,0,6,1,0,445.399,394.98,32.151,18.269,0,714.995,0,2,0.0139361,0,0.868195,18.782,5.086,6.154,1.78,2.785,-2.615,-1.421,-3.752,4909.255,-0.082,2762.206,-1.472,10.42,0.154,1,-0.096,3,100,0,0,1,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,11,,,,,,0,,,,,0
,Non-Bitter 2297,bitterpredict.maegz,162.2283,2.3975,3,29.021,27.001,50.5589,22.959,2,0,0,0,0,3,1,0,427.305,235.926,52.036,139.344,0,684.616,0,2,0.0220957,0,0.879141,20.649,5.84,7.34,3.357,2.478,-2.704,-1.95,-4.152,3180.121,-0.066,1727.556,-1.7,9.456,-0.164,3,-0.057,3,100,0,0,1,0,0,6,0,6,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,12,,,,,,1,,,,,0
,Non-Bitter 2298,bitterpredict.maegz,144.1684,0.1757,5,66.083,29.334,36.6052,14.428,2,0,0,0,0,4,2,0,408.736,298.785,109.951,0,0,621.49,0,4,0.0313787,0,0.8616787,16.15,4.444,6.955,4.508,0.641,-1.217,-0.279,-3.77,897.912,-0.665,440.353,-3.162,10.846,-0.507,2,-0.818,3,83.555,0,0,3,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,10,,,,,,0,,,,,0
,Non-Bitter 2299,bitterpredict.maegz,128.1921,1.333,2,8.712,16.5,34.0715,16.076,6,0,0,0,0,2,0,0,319.465,129.346,0,143.867,46.252,487.798,0,1,0.0100581,0,0.9380705,13.457,4.275,4.24,2.026,2.373,-1.978,-2.035,-3.22,9906.038,-0.006,10000,-0.821,8.985,0.03,2,-0.318,3,100,0,0,1,0,0,5,0,5,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,8,,,,,,1,,,,,0
,Non-Bitter 2300,bitterpredict.maegz,198.3019,3.8531,9,34.669,30.667,60.0345,23.325,3,0,0,0,0,8,1,0,532.504,472.421,51.906,8.177,0,883.128,0,2,0.0133692,0,0.8359721,24.13,6.72,7.964,1.615,3.733,-3.959,-2.357,-4.225,3189.186,-0.414,1732.879,-1.679,9.954,-0.942,3,0.307,3,100,0,0,2,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,14,,,,,,0,,,,,0
,Non-Bitter 2300,bitterpredict.maegz,198.3019,3.8531,9,35.286,30.667,60.0345,23.325,1,0,0,0,0,8,1,0,548.849,476.419,53.307,19.123,0,893.017,0,2,0.011959,0,0.8171188,24.63,6.844,8.085,1.738,3.801,-4.268,-2.357,-4.582,3093.051,-0.451,1676.488,-1.667,10.069,-0.79,3,0.336,3,100,0,0,2,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,14,,,,,,0,,,,,0
,Non-Bitter 2301,bitterpredict.maegz,88.1051,-0.4318,1,50.141,20,22.3903,8.837,7,0,0,0,0,2,1,0,278.966,181.378,97.588,0,0,402.963,1,3.7,0.0488138,0.0132633,0.9457818,8.688,2.975,6.052,5.722,-0.189,0.016,-0.052,-2.409,1176.172,-0.284,589.55,-3.126,10.536,-0.522,1,-0.896,3,80.794,0,0,2,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,6,,,,,,0,,,,,0
,Non-Bitter 2302,bitterpredict.maegz,86.1323,1.1173,2,22.919,15,27.6985,10.394,8,0,0,0,0,3,0,0,309.767,234.4,57.578,17.788,0,448.627,1,1.7,0.0086427,0.005488,0.9149292,10.044,2.982,4.639,3.454,1.275,-0.356,-0.392,-2.993,2817.627,-0.076,1515.726,-2.23,9.948,-0.961,2,-0.609,3,96.155,0,0,1,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,,,,,,0,,,,,0
,Non-Bitter 2302,bitterpredict.maegz,86.1323,1.1173,2,22.916,15,27.6985,10.394,8,0,0,0,0,3,0,0,303.863,223.056,56.385,24.422,0,442.721,1,1.7,0.0111436,0.0055946,0.9244997,9.871,3.062,4.634,3.477,0.906,-0.316,-0.392,-2.87,2892.017,-0.057,1559.027,-2.185,9.842,-0.97,2,-0.621,3,94.201,0,0,1,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,,,,,,0,,,,,0
,Non-Bitter 2303,bitterpredict.maegz,170.2487,2.9407,7,36.459,27.667,50.8325,19.655,3,0,0,0,0,6,1,0,491.708,423.219,54.872,13.616,0,779.089,0,2,0.01288,0,0.8327529,21.303,5.679,7.036,2.015,3.04,-3.511,-1.761,-4.303,2989.136,-0.326,1615.692,-1.907,9.98,-0.907,3,0.09,3,100,0,0,2,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,12,,,,,,0,,,,,0
,Non-Bitter 2303,bitterpredict.maegz,170.2487,2.9407,7,36.673,27.667,50.8325,19.655,2,0,0,0,0,6,1,0,488.291,418.799,51.291,18.2,0,774.502,0,2,0.0096017,0,0.8352856,21.163,5.65,6.939,2.013,3.04,-3.446,-1.761,-4.284,3232.242,-0.288,1758.18,-1.825,10.001,-0.89,3,0.077,3,100,0,0,2,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,12,,,,,,0,,,,,0
,Non-Bitter 2304,bitterpredict.maegz,193.2423,2.2675,5,58.399,34.001,56.1591,24.947,1,0,0,0,0,5,1,0,472.575,206.977,101.464,164.134,0,755.855,1,2,0.000766,0.0042321,0.8491541,22.452,7.139,9.28,4.995,2.64,-3.333,-2.657,-4.756,1080.726,-0.676,538.013,-2.331,8.263,0.189,2,0.064,3,96.704,0,0,3,0,0,6,0,6,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,14,,,,,,1,,,,,0
,Non-Bitter 2305,bitterpredict.maegz,148.2233,1.6771,4,35.496,23.722,39.0075,15.507,2,0,0,0,0,4,2,1,398.25,279.067,49.155,0,70.028,604.261,0.8,2.5,0.0159081,0.0056147,0.8679455,15.46,4.55,6.916,3.788,1.956,-2.349,-1.266,-3.669,3386.585,0.059,4472.71,-2.041,9.494,0.195,2,-0.371,3,100,0,0,2,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,9,,,,,,0,,,,,0
,Non-Bitter 2306,bitterpredict.maegz,109.1259,0.4392,1,32.86,20.834,30.3889,14.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,8,,,,,,1,,,,,0
,Non-Bitter 2307,bitterpredict.maegz,220.3074,3.6314,6,30.501,35.584,65.0637,29.101,1,0,0,0,0,5,1,0,488.419,293.769,38.572,156.077,0,853.492,0,2,0.0091759,0,0.8909205,26.283,7.652,9.089,3.086,3.636,-3.612,-3.184,-4.041,4266.953,-0.062,2373.738,-1.201,9.593,-0.269,2,0.348,3,100,0,0,2,0,0,6,0,6,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,16,,,,,,1,,,,,0
,Non-Bitter 2308,bitterpredict.maegz,158.238,2.969,7,37.677,25.167,45.0447,18.012,4,0,0,0,0,6,1,0,465.23,404.446,60.784,0,0,731.236,0,2,0.0105192,0,0.8437285,19.257,5.172,6.323,1.899,2.671,-2.957,-1.506,-4.061,2627.179,-0.367,1405.299,-2.064,11.119,-0.944,1,-0.049,3,100,0,0,2,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,11,,,,,,0,,,,,0
,Non-Bitter 2309,bitterpredict.maegz,178.2277,3.2133,3,34.394,30.834,51.433,23.596,2,0,0,0,0,2,1,1,443.913,268.918,29.061,145.935,0,715.109,0,2.5,0.0066754,0,0.8711946,22.574,5.987,7.986,3.999,2.713,-2.933,-2.058,-4.312,5251.915,0.188,2971.174,-1.349,9.467,-0.022,2,-0.06,3,100,0,0,2,0,0,6,0,6,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,13,,,,,,1,,,,,0
,Non-Bitter 2310,bitterpredict.maegz,152.2334,2.7076,2,34.359,24.333,46.3962,18.244,2,0,0,0,0,2,0,1,391.878,307.714,55.977,28.186,0,642.886,0,2,0.0186314,0,0.919257,18.559,4.99,6.519,2.763,2.105,-2.328,-1.349,-2.973,2917.877,0.001,1574.1,-2.26,9.831,-0.749,3,-0.136,3,100,0,0,1,0,0,6,0,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,11,,,,,,1,,,,,0
,Non-Bitter 2311,bitterpredict.maegz,172.2646,1.9178,6,56.477,29.583,50.2819,19.847,1,0,0,0,0,7,0,-1,452.453,347.288,105.165,0,0,744.331,1,2.75,0.0212984,0.006078,0.8778822,19.139,6.073,8.567,4.152,2.199,-2.418,-1.641,-3.508,996.839,-0.768,493.019,-2.786,10.619,-0.721,2,-0.175,3,93.491,0,0,2,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,12,,,,,,0,,,,,0
,Non-Bitter 2312,bitterpredict.maegz,142.2386,2.2101,0,22.454,20.416,42.847,17.152,5,0,0,0,0,1,0,1,374.334,325.297,49.037,0,0,610.531,1,1.7,0.007093,0.0045414,0.9297756,17.637,4.735,7.301,3.872,1.766,-2.247,-1.363,-2.668,3395.334,0.125,1854.262,-2.327,11.068,-3.021,1,-0.095,3,100,0,0,1,0,0,6,0,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,10,,,,,,1,,,,,0
,Non-Bitter 2313,bitterpredict.maegz,196.286,2.9624,3,35.808,31.333,56.3737,22.551,2,0,0,0,0,2,1,1,454.939,391.037,36.093,27.809,0,771.655,0,2,0.0102942,0,0.894322,23.709,5.948,8.073,2.777,3.138,-3.465,-2.285,-3.375,4504.308,0.142,2516.776,-1.895,9.759,-1.014,2,0.238,3,100,0,0,2,0,0,6,0,6,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,14,,,,,,1,,,,,0
,Non-Bitter 2314,bitterpredict.maegz,126.1962,1.9134,3,29.107,21.5,40.2666,15.348,3,0,0,0,0,3,1,0,387.241,318.363,52.992,15.886,0,603.11,0,2,0.0244757,0,0.8914871,16.208,4.207,5.645,2.428,1.742,-1.618,-0.825,-3.364,3114.405,-0.062,1689.002,-2.152,10.433,0.173,1,-0.294,3,100,0,0,1,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,9,,,,,,0,,,,,0
,Non-Bitter 2314,bitterpredict.maegz,126.1962,1.9134,3,27.134,21.5,40.2666,15.348,3,0,0,0,0,3,1,1,372.948,322.786,32.442,17.72,0,587.877,0,2,0.0168956,0,0.9100004,15.616,4.083,5.273,2.266,1.783,-1.451,-0.825,-3.073,4878.114,0.122,2743.272,-1.767,10.392,0.136,1,-0.338,3,100,0,0,1,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,9,,,,,,0,,,,,0
,Non-Bitter 2315,bitterpredict.maegz,178.2277,2.649,4,34.923,30.667,51.0705,23.596,2,0,0,0,0,3,1,1,435.54,222.341,42.837,170.362,0,712.597,0,2,0.0112331,0,0.8858622,22.065,6.338,7.71,3.526,2.854,-2.935,-2.29,-4.191,3887.577,0.019,2146.462,-1.421,9.714,-0.196,3,0.024,3,100,0,0,2,0,0,6,0,6,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,13,,,,,,1,,,,,0
,Non-Bitter 2316,bitterpredict.maegz,122.1677,0.3766,0,25.78,19.001,36.443,16.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,9,,,,,,1,,,,,0
,Non-Bitter 2317,bitterpredict.maegz,123.1525,1.8622,2,38.104,22.167,34.8111,16.14,4,0,0,0,0,2,0,0,334.386,130.913,72.244,131.229,0,513.67,0,2,0.0620342,0,0.9276253,14.372,4.538,5.903,3.437,1.48,-1.238,-1.06,-3.329,2045.569,-0.117,1072.268,-2.197,9.239,0.027,0,-0.511,3,94.871,0,0,2,0,0,5,0,5,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,9,,,,,,1,,,,,0
,Non-Bitter 2318,bitterpredict.maegz,146.1843,0.9547,5,57.655,28,37.3578,14.979,3,0,0,0,0,5,1,0,405.022,310.926,94.095,0,0,626.053,0,2.7,0.021947,0,0.8738308,15.69,4.482,5.879,2.89,1.413,-1.665,-0.925,-3.574,1269.383,-0.559,640.209,-2.774,11.22,-0.682,2,-0.499,3,90.769,0,0,3,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,10,,,,,,0,,,,,0
,Non-Bitter 2319,bitterpredict.maegz,72.1057,0.9469,1,36.16,14.333,20.9197,8.2,8,0,0,0,0,1,0,0,270.123,201.314,68.809,0,0,385.451,0,2,0.0329542,0,0.9482377,8.63,2.37,3.339,2.587,0.307,0.428,0.324,-2.37,2204.872,-0.007,1162.805,-2.692,10.607,-0.686,1,-0.84,3,88.583,0,0,1,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,5,,,,,,0,,,,,0
,Non-Bitter 2320,bitterpredict.maegz,222.3663,4.562,7,19.618,33.584,74.0082,28.36,2,0,0,0,0,8,0,0,562.724,475.912,34.635,52.177,0,960.878,1,0.75,0.0071167,0.0013328,0.8368524,27.662,7.921,9.898,2.103,4.779,-4.917,-3.324,-4.421,4650.077,-0.248,2604.926,-1.206,9.491,-0.801,7,0.74,3,100,0,0,1,0,1,0,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,16,,,,,,0,,,,,0
,Non-Bitter 2320,bitterpredict.maegz,222.3663,4.562,7,18.012,33.584,74.0082,28.36,2,0,0,0,0,8,0,0,536.225,456.636,16.544,63.046,0,938.195,1,0.75,0.0024659,0.0013987,0.8643304,26.858,7.749,9.563,1.99,4.772,-4.422,-3.324,-4.028,6902.578,-0.066,3992.288,-0.834,9.432,-0.815,7,0.677,3,100,0,0,1,0,1,0,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,16,,,,,,0,,,,,0
,Non-Bitter 2321,bitterpredict.maegz,134.1967,1.1534,3,35.499,22.222,34.4833,13.672,3,0,0,0,0,3,2,1,364.792,245.69,48.993,0,70.108,542.875,0.8,2.5,0.017158,0.0061297,0.88224,13.646,3.987,6.364,3.927,1.58,-1.93,-1.007,-3.437,3398.565,0.135,4494.377,-2.134,9.488,0.191,2,-0.484,3,100,0,0,2,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,8,,,,,,0,,,,,0
,Non-Bitter 2323,bitterpredict.maegz,140.2227,2.777,6,38.171,22.5,45.0678,17.183,2,0,0,0,0,6,0,0,436.256,344.959,76.797,14.499,0,681.401,0,2,0.0200102,0,0.8584056,17.402,4.946,5.943,2.036,2.252,-2.46,-1.123,-3.892,1851.952,-0.493,963,-2.308,9.951,-0.648,3,-0.194,3,100,0,0,1,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,10,,,,,,0,,,,,0
,Non-Bitter 2323,bitterpredict.maegz,140.2227,2.777,6,38.183,22.5,45.0678,17.183,2,0,0,0,0,6,0,0,427.8,331.995,76.776,19.029,0,673.628,0,2,0.0205075,0,0.8687034,17.134,4.969,5.888,2.047,2.207,-2.3,-1.123,-3.747,1852.823,-0.476,963.489,-2.291,9.973,-0.648,3,-0.216,3,100,0,0,1,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,10,,,,,,0,,,,,0
