Recipe ID 1,Recipe ID 2,No_of_shared_ingredients
R0000049,R0000088,2
R0000049,R0000089,1
R0000049,R0000090,2
R0000049,R0000091,0
R0000049,R0000092,1
R0000049,R0000093,1
R0000049,R0000094,2
R0000049,R0000095,2
R0000049,R0000096,2
R0000049,R0000097,2
R0000049,R0000098,1
R0000049,R0000099,3
R0000049,R00000100,1
R0000050,R0000051,1
R0000050,R0000052,1
R0000050,R0000053,2
R0000050,R0000054,3
R0000050,R0000055,0
R0000050,R0000056,2
R0000050,R0000057,0
R0000050,R0000058,1
R0000050,R0000059,0
R0000050,R0000060,0
R0000050,R0000061,0
R0000050,R0000062,0
R0000050,R0000063,1
R0000050,R0000064,0
R0000050,R0000065,2
R0000050,R0000066,0
R0000050,R0000067,0
R0000050,R0000068,0
R0000050,R0000069,1
R0000050,R0000070,2
R0000050,R0000071,0
R0000050,R0000072,1
R0000050,R0000073,1
R0000050,R0000074,1
R0000050,R0000075,2
R0000050,R0000076,0
R0000050,R0000077,0
R0000050,R0000078,2
R0000050,R0000079,1
R0000050,R0000080,0
R0000050,R0000081,0
R0000050,R0000082,0
R0000050,R0000083,1
R0000050,R0000084,0
R0000050,R0000085,0
R0000050,R0000086,0
R0000050,R0000087,0
R0000050,R0000088,0
R0000050,R0000089,0
R0000050,R0000090,1
R0000050,R0000091,0
R0000050,R0000092,0
R0000050,R0000093,0
R0000050,R0000094,2
R0000050,R0000095,0
R0000050,R0000096,1
R0000050,R0000097,2
R0000050,R0000098,0
R0000050,R0000099,1
R0000050,R00000100,1
R0000051,R0000052,3
R0000051,R0000053,2
R0000051,R0000054,2
R0000051,R0000055,1
R0000051,R0000056,1
R0000051,R0000057,1
R0000051,R0000058,1
R0000051,R0000059,0
R0000051,R0000060,2
R0000051,R0000061,1
R0000051,R0000062,4
R0000051,R0000063,2
R0000051,R0000064,2
R0000051,R0000065,2
R0000051,R0000066,1
R0000051,R0000067,3
R0000051,R0000068,2
R0000051,R0000069,3
R0000051,R0000070,1
R0000051,R0000071,3
R0000051,R0000072,1
R0000051,R0000073,2
R0000051,R0000074,1
R0000051,R0000075,1
R0000051,R0000076,0
R0000051,R0000077,1
R0000051,R0000078,2
R0000051,R0000079,2
R0000051,R0000080,1
R0000051,R0000081,1
R0000051,R0000082,1
R0000051,R0000083,2
R0000051,R0000084,0
R0000051,R0000085,1
R0000051,R0000086,0
R0000051,R0000087,2
R0000051,R0000088,4
R0000051,R0000089,2
R0000051,R0000090,3
R0000051,R0000091,2
R0000051,R0000092,2
R0000051,R0000093,3
R0000051,R0000094,4
R0000051,R0000095,2
R0000051,R0000096,5
R0000051,R0000097,3
R0000051,R0000098,1
R0000051,R0000099,1
R0000051,R00000100,2
R0000052,R0000053,2
R0000052,R0000054,2
R0000052,R0000055,1
R0000052,R0000056,1
R0000052,R0000057,1
R0000052,R0000058,0
R0000052,R0000059,1
R0000052,R0000060,2
R0000052,R0000061,4
R0000052,R0000062,2
R0000052,R0000063,2
R0000052,R0000064,1
R0000052,R0000065,2
R0000052,R0000066,0
R0000052,R0000067,0
R0000052,R0000068,1
R0000052,R0000069,3
R0000052,R0000070,1
R0000052,R0000071,1
R0000052,R0000072,1
R0000052,R0000073,0
R0000052,R0000074,0
R0000052,R0000075,1
R0000052,R0000076,0
R0000052,R0000077,1
R0000052,R0000078,2
R0000052,R0000079,2
R0000052,R0000080,1
R0000052,R0000081,1
R0000052,R0000082,1
R0000052,R0000083,3
R0000052,R0000084,0
R0000052,R0000085,0
R0000052,R0000086,0
R0000052,R0000087,2
R0000052,R0000088,2
R0000052,R0000089,3
R0000052,R0000090,5
R0000052,R0000091,2
R0000052,R0000092,2
R0000052,R0000093,3
R0000052,R0000094,3
R0000052,R0000095,2
R0000052,R0000096,6
R0000052,R0000097,2
R0000052,R0000098,0
R0000052,R0000099,0
R0000052,R00000100,2
R0000053,R0000054,4
R0000053,R0000055,1
R0000053,R0000056,2
R0000053,R0000057,1
R0000053,R0000058,2
R0000053,R0000059,0
R0000053,R0000060,1
R0000053,R0000061,0
R0000053,R0000062,0
R0000053,R0000063,2
R0000053,R0000064,1
R0000053,R0000065,3
R0000053,R0000066,0
R0000053,R0000067,0
R0000053,R0000068,1
R0000053,R0000069,2
R0000053,R0000070,2
R0000053,R0000071,0
R0000053,R0000072,3
R0000053,R0000073,1
R0000053,R0000074,0
R0000053,R0000075,2
R0000053,R0000076,0
R0000053,R0000077,0
R0000053,R0000078,2
R0000053,R0000079,2
R0000053,R0000080,1
R0000053,R0000081,1
R0000053,R0000082,1
R0000053,R0000083,2
R0000053,R0000084,0
R0000053,R0000085,0
R0000053,R0000086,0
R0000053,R0000087,0
R0000053,R0000088,2
R0000053,R0000089,1
R0000053,R0000090,4
R0000053,R0000091,0
R0000053,R0000092,1
R0000053,R0000093,1
R0000053,R0000094,3
R0000053,R0000095,0
R0000053,R0000096,3
R0000053,R0000097,3
R0000053,R0000098,0
R0000053,R0000099,2
R0000053,R00000100,2
R0000054,R0000055,1
R0000054,R0000056,2
R0000054,R0000057,1
R0000054,R0000058,3
R0000054,R0000059,0
R0000054,R0000060,1
R0000054,R0000061,0
R0000054,R0000062,0
R0000054,R0000063,2
R0000054,R0000064,1
R0000054,R0000065,4
R0000054,R0000066,0
R0000054,R0000067,0
R0000054,R0000068,1
R0000054,R0000069,2
R0000054,R0000070,2
R0000054,R0000071,0
R0000054,R0000072,4
R0000054,R0000073,1
R0000054,R0000074,1
R0000054,R0000075,2
R0000054,R0000076,1
R0000054,R0000077,0
R0000054,R0000078,3
R0000054,R0000079,2
R0000054,R0000080,2
R0000054,R0000081,1
R0000054,R0000082,1
R0000054,R0000083,2
R0000054,R0000084,0
R0000054,R0000085,0
R0000054,R0000086,0
R0000054,R0000087,0
R0000054,R0000088,2
R0000054,R0000089,1
R0000054,R0000090,3
R0000054,R0000091,0
R0000054,R0000092,1
R0000054,R0000093,1
R0000054,R0000094,3
R0000054,R0000095,0
R0000054,R0000096,3
R0000054,R0000097,4
R0000054,R0000098,0
R0000054,R0000099,3
R0000054,R00000100,2
R0000055,R0000056,1
R0000055,R0000057,1
R0000055,R0000058,0
R0000055,R0000059,0
R0000055,R0000060,1
R0000055,R0000061,0
R0000055,R0000062,0
R0000055,R0000063,1
R0000055,R0000064,1
R0000055,R0000065,2
R0000055,R0000066,0
R0000055,R0000067,0
R0000055,R0000068,3
R0000055,R0000069,3
R0000055,R0000070,0
R0000055,R0000071,0
R0000055,R0000072,1
R0000055,R0000073,0
R0000055,R0000074,1
R0000055,R0000075,2
R0000055,R0000076,0
R0000055,R0000077,0
R0000055,R0000078,1
R0000055,R0000079,2
R0000055,R0000080,1
R0000055,R0000081,1
R0000055,R0000082,1
R0000055,R0000083,1
R0000055,R0000084,1
R0000055,R0000085,0
R0000055,R0000086,1
R0000055,R0000087,1
R0000055,R0000088,1
R0000055,R0000089,1
R0000055,R0000090,1
R0000055,R0000091,0
R0000055,R0000092,1
R0000055,R0000093,1
R0000055,R0000094,1
R0000055,R0000095,1
R0000055,R0000096,1
R0000055,R0000097,1
R0000055,R0000098,1
R0000055,R0000099,1
R0000055,R00000100,1
R0000056,R0000057,0
R0000056,R0000058,1
R0000056,R0000059,1
R0000056,R0000060,1
R0000056,R0000061,1
R0000056,R0000062,0
R0000056,R0000063,1
R0000056,R0000064,0
R0000056,R0000065,6
R0000056,R0000066,0
R0000056,R0000067,0
R0000056,R0000068,1
R0000056,R0000069,3
R0000056,R0000070,2
R0000056,R0000071,0
R0000056,R0000072,2
R0000056,R0000073,1
R0000056,R0000074,1
R0000056,R0000075,2
R0000056,R0000076,1
R0000056,R0000077,0
R0000056,R0000078,2
R0000056,R0000079,2
R0000056,R0000080,1
R0000056,R0000081,0
R0000056,R0000082,1
R0000056,R0000083,2
R0000056,R0000084,2
R0000056,R0000085,0
R0000056,R0000086,0
R0000056,R0000087,0
R0000056,R0000088,0
R0000056,R0000089,1
R0000056,R0000090,2
R0000056,R0000091,0
R0000056,R0000092,0
R0000056,R0000093,0
R0000056,R0000094,3
R0000056,R0000095,1
R0000056,R0000096,1
R0000056,R0000097,2
R0000056,R0000098,1
R0000056,R0000099,3
R0000056,R00000100,1
R0000057,R0000058,0
R0000057,R0000059,0
R0000057,R0000060,1
R0000057,R0000061,1
R0000057,R0000062,0
R0000057,R0000063,1
R0000057,R0000064,1
R0000057,R0000065,1
R0000057,R0000066,0
R0000057,R0000067,0
R0000057,R0000068,2
R0000057,R0000069,1
R0000057,R0000070,0
R0000057,R0000071,0
R0000057,R0000072,2
R0000057,R0000073,1
R0000057,R0000074,0
R0000057,R0000075,0
R0000057,R0000076,0
R0000057,R0000077,0
R0000057,R0000078,1
R0000057,R0000079,1
R0000057,R0000080,1
R0000057,R0000081,1
R0000057,R0000082,1
R0000057,R0000083,1
R0000057,R0000084,0
R0000057,R0000085,0
R0000057,R0000086,0
R0000057,R0000087,0
R0000057,R0000088,1
R0000057,R0000089,1
R0000057,R0000090,1
R0000057,R0000091,0
R0000057,R0000092,1
R0000057,R0000093,2
R0000057,R0000094,1
R0000057,R0000095,1
R0000057,R0000096,1
R0000057,R0000097,1
R0000057,R0000098,0
R0000057,R0000099,0
R0000057,R00000100,1
R0000058,R0000059,0
R0000058,R0000060,0
R0000058,R0000061,0
R0000058,R0000062,1
R0000058,R0000063,0
R0000058,R0000064,0
R0000058,R0000065,1
R0000058,R0000066,1
R0000058,R0000067,0
R0000058,R0000068,0
R0000058,R0000069,1
R0000058,R0000070,1
R0000058,R0000071,0
R0000058,R0000072,3
R0000058,R0000073,2
R0000058,R0000074,1
R0000058,R0000075,1
R0000058,R0000076,0
R0000058,R0000077,0
R0000058,R0000078,0
R0000058,R0000079,0
R0000058,R0000080,1
R0000058,R0000081,0
R0000058,R0000082,0
R0000058,R0000083,1
R0000058,R0000084,0
R0000058,R0000085,0
R0000058,R0000086,0
R0000058,R0000087,0
R0000058,R0000088,1
R0000058,R0000089,0
R0000058,R0000090,1
R0000058,R0000091,0
R0000058,R0000092,1
R0000058,R0000093,0
R0000058,R0000094,1
R0000058,R0000095,1
R0000058,R0000096,1
R0000058,R0000097,3
R0000058,R0000098,1
R0000058,R0000099,4
R0000058,R00000100,0
R0000059,R0000060,0
R0000059,R0000061,1
R0000059,R0000062,0
R0000059,R0000063,0
R0000059,R0000064,0
R0000059,R0000065,1
R0000059,R0000066,0
R0000059,R0000067,0
R0000059,R0000068,0
R0000059,R0000069,1
R0000059,R0000070,0
R0000059,R0000071,0
R0000059,R0000072,0
R0000059,R0000073,0
R0000059,R0000074,0
R0000059,R0000075,0
R0000059,R0000076,1
R0000059,R0000077,0
R0000059,R0000078,0
R0000059,R0000079,0
R0000059,R0000080,0
R0000059,R0000081,0
R0000059,R0000082,0
R0000059,R0000083,0
R0000059,R0000084,0
R0000059,R0000085,0
R0000059,R0000086,0
R0000059,R0000087,0
R0000059,R0000088,0
R0000059,R0000089,0
R0000059,R0000090,0
R0000059,R0000091,0
R0000059,R0000092,1
R0000059,R0000093,1
R0000059,R0000094,1
R0000059,R0000095,0
R0000059,R0000096,1
R0000059,R0000097,0
R0000059,R0000098,0
R0000059,R0000099,0
R0000059,R00000100,0
R0000060,R0000061,3
R0000060,R0000062,1
R0000060,R0000063,1
R0000060,R0000064,3
R0000060,R0000065,2
R0000060,R0000066,0
R0000060,R0000067,0
R0000060,R0000068,3
R0000060,R0000069,4
R0000060,R0000070,0
R0000060,R0000071,3
R0000060,R0000072,1
R0000060,R0000073,1
R0000060,R0000074,1
R0000060,R0000075,0
R0000060,R0000076,1
R0000060,R0000077,2
R0000060,R0000078,1
R0000060,R0000079,1
R0000060,R0000080,1
R0000060,R0000081,1
R0000060,R0000082,3
R0000060,R0000083,3
R0000060,R0000084,0
R0000060,R0000085,1
R0000060,R0000086,0
R0000060,R0000087,2
R0000060,R0000088,2
R0000060,R0000089,4
R0000060,R0000090,5
R0000060,R0000091,2
R0000060,R0000092,1
R0000060,R0000093,2
R0000060,R0000094,3
R0000060,R0000095,3
R0000060,R0000096,2
R0000060,R0000097,1
R0000060,R0000098,1
R0000060,R0000099,0
R0000060,R00000100,1
R0000061,R0000062,1
R0000061,R0000063,0
R0000061,R0000064,1
R0000061,R0000065,1
R0000061,R0000066,0
R0000061,R0000067,0
R0000061,R0000068,3
R0000061,R0000069,4
R0000061,R0000070,0
R0000061,R0000071,3
R0000061,R0000072,1
R0000061,R0000073,1
R0000061,R0000074,1
R0000061,R0000075,0
R0000061,R0000076,1
R0000061,R0000077,2
R0000061,R0000078,0
R0000061,R0000079,0
R0000061,R0000080,0
R0000061,R0000081,0
R0000061,R0000082,2
R0000061,R0000083,4
R0000061,R0000084,0
R0000061,R0000085,2
R0000061,R0000086,0
R0000061,R0000087,3
R0000061,R0000088,1
R0000061,R0000089,3
R0000061,R0000090,6
R0000061,R0000091,2
R0000061,R0000092,2
R0000061,R0000093,4
R0000061,R0000094,2
R0000061,R0000095,5
R0000061,R0000096,3
R0000061,R0000097,0
R0000061,R0000098,2
R0000061,R0000099,0
R0000061,R00000100,0
R0000062,R0000063,0
R0000062,R0000064,1
R0000062,R0000065,0
R0000062,R0000066,1
R0000062,R0000067,1
R0000062,R0000068,0
R0000062,R0000069,2
R0000062,R0000070,0
R0000062,R0000071,2
R0000062,R0000072,0
R0000062,R0000073,1
R0000062,R0000074,1
R0000062,R0000075,0
R0000062,R0000076,0
R0000062,R0000077,1
R0000062,R0000078,0
R0000062,R0000079,0
R0000062,R0000080,0
R0000062,R0000081,0
R0000062,R0000082,1
R0000062,R0000083,1
R0000062,R0000084,0
R0000062,R0000085,1
R0000062,R0000086,0
R0000062,R0000087,1
R0000062,R0000088,2
R0000062,R0000089,1
R0000062,R0000090,1
R0000062,R0000091,1
R0000062,R0000092,1
R0000062,R0000093,1
R0000062,R0000094,1
R0000062,R0000095,2
R0000062,R0000096,3
R0000062,R0000097,1
R0000062,R0000098,1
R0000062,R0000099,1
R0000062,R00000100,0
R0000063,R0000064,1
R0000063,R0000065,2
R0000063,R0000066,0
R0000063,R0000067,0
R0000063,R0000068,1
R0000063,R0000069,1
R0000063,R0000070,2
R0000063,R0000071,0
R0000063,R0000072,1
R0000063,R0000073,1
R0000063,R0000074,0
R0000063,R0000075,1
R0000063,R0000076,0
R0000063,R0000077,0
R0000063,R0000078,2
R0000063,R0000079,2
R0000063,R0000080,1
R0000063,R0000081,1
R0000063,R0000082,1
R0000063,R0000083,1
R0000063,R0000084,0
R0000063,R0000085,0
R0000063,R0000086,0
R0000063,R0000087,0
R0000063,R0000088,1
R0000063,R0000089,1
R0000063,R0000090,4
R0000063,R0000091,0
R0000063,R0000092,1
R0000063,R0000093,1
R0000063,R0000094,2
R0000063,R0000095,0
R0000063,R0000096,2
R0000063,R0000097,2
R0000063,R0000098,0
R0000063,R0000099,0
R0000063,R00000100,2
R0000064,R0000065,1
R0000064,R0000066,0
R0000064,R0000067,1
R0000064,R0000068,2
R0000064,R0000069,4
R0000064,R0000070,0
R0000064,R0000071,2
R0000064,R0000072,1
R0000064,R0000073,1
R0000064,R0000074,0
R0000064,R0000075,0
R0000064,R0000076,1
R0000064,R0000077,1
R0000064,R0000078,1
R0000064,R0000079,1
R0000064,R0000080,1
R0000064,R0000081,1
R0000064,R0000082,3
R0000064,R0000083,2
R0000064,R0000084,0
R0000064,R0000085,3
R0000064,R0000086,0
R0000064,R0000087,1
R0000064,R0000088,2
R0000064,R0000089,2
R0000064,R0000090,3
R0000064,R0000091,1
R0000064,R0000092,1
R0000064,R0000093,2
R0000064,R0000094,2
R0000064,R0000095,2
R0000064,R0000096,1
R0000064,R0000097,1
R0000064,R0000098,2
R0000064,R0000099,0
R0000064,R00000100,1
R0000065,R0000066,0
R0000065,R0000067,0
R0000065,R0000068,3
R0000065,R0000069,4
R0000065,R0000070,2
R0000065,R0000071,0
R0000065,R0000072,2
R0000065,R0000073,1
R0000065,R0000074,2
R0000065,R0000075,3
R0000065,R0000076,2
R0000065,R0000077,0
R0000065,R0000078,3
R0000065,R0000079,4
R0000065,R0000080,1
R0000065,R0000081,1
R0000065,R0000082,2
R0000065,R0000083,3
R0000065,R0000084,1
R0000065,R0000085,0
R0000065,R0000086,0
R0000065,R0000087,0
R0000065,R0000088,1
R0000065,R0000089,2
R0000065,R0000090,3
R0000065,R0000091,0
R0000065,R0000092,1
R0000065,R0000093,1
R0000065,R0000094,4
R0000065,R0000095,0
R0000065,R0000096,2
R0000065,R0000097,3
R0000065,R0000098,0
R0000065,R0000099,1
R0000065,R00000100,2
R0000066,R0000067,0
R0000066,R0000068,0
R0000066,R0000069,0
R0000066,R0000070,0
R0000066,R0000071,0
R0000066,R0000072,0
R0000066,R0000073,1
R0000066,R0000074,1
R0000066,R0000075,0
R0000066,R0000076,0
R0000066,R0000077,0
R0000066,R0000078,0
R0000066,R0000079,0
R0000066,R0000080,1
R0000066,R0000081,0
R0000066,R0000082,0
R0000066,R0000083,0
R0000066,R0000084,0
R0000066,R0000085,0
R0000066,R0000086,0
R0000066,R0000087,1
R0000066,R0000088,0
R0000066,R0000089,0
R0000066,R0000090,0
R0000066,R0000091,0
R0000066,R0000092,1
R0000066,R0000093,0
R0000066,R0000094,0
R0000066,R0000095,2
R0000066,R0000096,0
R0000066,R0000097,1
R0000066,R0000098,1
R0000066,R0000099,1
R0000066,R00000100,0
R0000067,R0000068,1
R0000067,R0000069,1
R0000067,R0000070,0
R0000067,R0000071,2
R0000067,R0000072,0
R0000067,R0000073,1
R0000067,R0000074,0
R0000067,R0000075,0
R0000067,R0000076,0
R0000067,R0000077,0
R0000067,R0000078,0
R0000067,R0000079,0
R0000067,R0000080,0
R0000067,R0000081,0
R0000067,R0000082,0
R0000067,R0000083,0
R0000067,R0000084,0
R0000067,R0000085,2
R0000067,R0000086,1
R0000067,R0000087,1
R0000067,R0000088,4
R0000067,R0000089,0
R0000067,R0000090,0
R0000067,R0000091,1
R0000067,R0000092,1
R0000067,R0000093,1
R0000067,R0000094,1
R0000067,R0000095,1
R0000067,R0000096,1
R0000067,R0000097,0
R0000067,R0000098,0
R0000067,R0000099,0
R0000067,R00000100,0
R0000068,R0000069,4
R0000068,R0000070,0
R0000068,R0000071,1
R0000068,R0000072,2
R0000068,R0000073,2
R0000068,R0000074,2
R0000068,R0000075,1
R0000068,R0000076,1
R0000068,R0000077,1
R0000068,R0000078,1
R0000068,R0000079,2
R0000068,R0000080,1
R0000068,R0000081,1
R0000068,R0000082,2
R0000068,R0000083,2
R0000068,R0000084,1
R0000068,R0000085,1
R0000068,R0000086,0
R0000068,R0000087,1
R0000068,R0000088,2
R0000068,R0000089,2
R0000068,R0000090,3
R0000068,R0000091,1
R0000068,R0000092,1
R0000068,R0000093,2
R0000068,R0000094,2
R0000068,R0000095,2
R0000068,R0000096,2
R0000068,R0000097,1
R0000068,R0000098,1
R0000068,R0000099,0
R0000068,R00000100,1
R0000069,R0000070,1
R0000069,R0000071,2
R0000069,R0000072,2
R0000069,R0000073,1
R0000069,R0000074,2
R0000069,R0000075,2
R0000069,R0000076,1
R0000069,R0000077,2
R0000069,R0000078,1
R0000069,R0000079,2
R0000069,R0000080,1
R0000069,R0000081,1
R0000069,R0000082,2
R0000069,R0000083,4
R0000069,R0000084,1
R0000069,R0000085,3
R0000069,R0000086,0
R0000069,R0000087,2
R0000069,R0000088,3
R0000069,R0000089,3
R0000069,R0000090,4
R0000069,R0000091,1
R0000069,R0000092,1
R0000069,R0000093,3
R0000069,R0000094,4
R0000069,R0000095,3
R0000069,R0000096,3
R0000069,R0000097,2
R0000069,R0000098,3
R0000069,R0000099,2
R0000069,R00000100,1
R0000070,R0000071,0
R0000070,R0000072,1
R0000070,R0000073,1
R0000070,R0000074,0
R0000070,R0000075,2
R0000070,R0000076,0
R0000070,R0000077,0
R0000070,R0000078,1
R0000070,R0000079,1
R0000070,R0000080,0
R0000070,R0000081,0
R0000070,R0000082,0
R0000070,R0000083,1
R0000070,R0000084,0
R0000070,R0000085,0
R0000070,R0000086,0
R0000070,R0000087,0
R0000070,R0000088,0
R0000070,R0000089,0
R0000070,R0000090,2
R0000070,R0000091,0
R0000070,R0000092,0
R0000070,R0000093,0
R0000070,R0000094,2
R0000070,R0000095,0
R0000070,R0000096,1
R0000070,R0000097,2
R0000070,R0000098,0
R0000070,R0000099,1
R0000070,R00000100,1
R0000071,R0000072,0
R0000071,R0000073,1
R0000071,R0000074,0
R0000071,R0000075,0
R0000071,R0000076,1
R0000071,R0000077,2
R0000071,R0000078,0
R0000071,R0000079,0
R0000071,R0000080,0
R0000071,R0000081,0
R0000071,R0000082,2
R0000071,R0000083,2
R0000071,R0000084,0
R0000071,R0000085,2
R0000071,R0000086,1
R0000071,R0000087,3
R0000071,R0000088,2
R0000071,R0000089,2
R0000071,R0000090,5
R0000071,R0000091,2
R0000071,R0000092,2
R0000071,R0000093,4
R0000071,R0000094,3
R0000071,R0000095,5
R0000071,R0000096,3
R0000071,R0000097,0
R0000071,R0000098,2
R0000071,R0000099,0
R0000071,R00000100,0
R0000072,R0000073,2
R0000072,R0000074,0
R0000072,R0000075,1
R0000072,R0000076,0
R0000072,R0000077,0
R0000072,R0000078,1
R0000072,R0000079,1
R0000072,R0000080,2
R0000072,R0000081,1
R0000072,R0000082,1
R0000072,R0000083,2
R0000072,R0000084,0
R0000072,R0000085,0
R0000072,R0000086,0
R0000072,R0000087,0
R0000072,R0000088,2
R0000072,R0000089,1
R0000072,R0000090,2
R0000072,R0000091,0
R0000072,R0000092,1
R0000072,R0000093,1
R0000072,R0000094,2
R0000072,R0000095,1
R0000072,R0000096,2
R0000072,R0000097,3
R0000072,R0000098,0
R0000072,R0000099,3
R0000072,R00000100,1
R0000073,R0000074,1
R0000073,R0000075,1
R0000073,R0000076,0
R0000073,R0000077,0
R0000073,R0000078,0
R0000073,R0000079,0
R0000073,R0000080,0
R0000073,R0000081,0
R0000073,R0000082,1
R0000073,R0000083,1
R0000073,R0000084,0
R0000073,R0000085,0
R0000073,R0000086,0
R0000073,R0000087,0
R0000073,R0000088,1
R0000073,R0000089,1
R0000073,R0000090,2
R0000073,R0000091,2
R0000073,R0000092,1
R0000073,R0000093,0
R0000073,R0000094,1
R0000073,R0000095,3
R0000073,R0000096,1
R0000073,R0000097,2
R0000073,R0000098,1
R0000073,R0000099,2
R0000073,R00000100,0
R0000074,R0000075,1
R0000074,R0000076,1
R0000074,R0000077,1
R0000074,R0000078,1
R0000074,R0000079,1
R0000074,R0000080,0
R0000074,R0000081,0
R0000074,R0000082,2
R0000074,R0000083,1
R0000074,R0000084,1
R0000074,R0000085,0
R0000074,R0000086,0
R0000074,R0000087,0
R0000074,R0000088,0
R0000074,R0000089,1
R0000074,R0000090,1
R0000074,R0000091,0
R0000074,R0000092,1
R0000074,R0000093,0
R0000074,R0000094,0
R0000074,R0000095,1
R0000074,R0000096,0
R0000074,R0000097,1
R0000074,R0000098,1
R0000074,R0000099,1
R0000074,R00000100,0
R0000075,R0000076,1
R0000075,R0000077,0
R0000075,R0000078,1
R0000075,R0000079,2
R0000075,R0000080,0
R0000075,R0000081,0
R0000075,R0000082,0
R0000075,R0000083,1
R0000075,R0000084,1
R0000075,R0000085,0
R0000075,R0000086,0
R0000075,R0000087,0
R0000075,R0000088,0
R0000075,R0000089,0
R0000075,R0000090,1
R0000075,R0000091,0
R0000075,R0000092,0
R0000075,R0000093,0
R0000075,R0000094,2
R0000075,R0000095,0
R0000075,R0000096,1
R0000075,R0000097,2
R0000075,R0000098,0
R0000075,R0000099,1
R0000075,R00000100,1
R0000076,R0000077,2
R0000076,R0000078,1
R0000076,R0000079,1
R0000076,R0000080,0
R0000076,R0000081,0
R0000076,R0000082,1
R0000076,R0000083,0
R0000076,R0000084,0
R0000076,R0000085,1
R0000076,R0000086,0
R0000076,R0000087,1
R0000076,R0000088,0
R0000076,R0000089,0
R0000076,R0000090,1
R0000076,R0000091,0
R0000076,R0000092,1
R0000076,R0000093,1
R0000076,R0000094,3
R0000076,R0000095,1
R0000076,R0000096,0
R0000076,R0000097,0
R0000076,R0000098,1
R0000076,R0000099,0
R0000076,R00000100,0
R0000077,R0000078,0
R0000077,R0000079,0
R0000077,R0000080,0
R0000077,R0000081,0
R0000077,R0000082,1
R0000077,R0000083,1
R0000077,R0000084,0
R0000077,R0000085,1
R0000077,R0000086,0
R0000077,R0000087,2
R0000077,R0000088,1
R0000077,R0000089,1
R0000077,R0000090,2
R0000077,R0000091,1
R0000077,R0000092,0
R0000077,R0000093,1
R0000077,R0000094,2
R0000077,R0000095,2
R0000077,R0000096,1
R0000077,R0000097,0
R0000077,R0000098,1
R0000077,R0000099,0
R0000077,R00000100,0
R0000078,R0000079,3
R0000078,R0000080,1
R0000078,R0000081,1
R0000078,R0000082,1
R0000078,R0000083,1
R0000078,R0000084,1
R0000078,R0000085,0
R0000078,R0000086,0
R0000078,R0000087,0
R0000078,R0000088,1
R0000078,R0000089,1
R0000078,R0000090,2
R0000078,R0000091,0
R0000078,R0000092,1
R0000078,R0000093,1
R0000078,R0000094,3
R0000078,R0000095,0
R0000078,R0000096,2
R0000078,R0000097,2
R0000078,R0000098,0
R0000078,R0000099,0
R0000078,R00000100,2
R0000079,R0000080,1
R0000079,R0000081,1
R0000079,R0000082,1
R0000079,R0000083,1
R0000079,R0000084,1
R0000079,R0000085,0
R0000079,R0000086,0
R0000079,R0000087,0
R0000079,R0000088,1
R0000079,R0000089,1
R0000079,R0000090,2
R0000079,R0000091,0
R0000079,R0000092,1
R0000079,R0000093,1
R0000079,R0000094,3
R0000079,R0000095,0
R0000079,R0000096,2
R0000079,R0000097,2
R0000079,R0000098,0
R0000079,R0000099,0
R0000079,R00000100,2
R0000080,R0000081,1
R0000080,R0000082,1
R0000080,R0000083,1
R0000080,R0000084,1
R0000080,R0000085,0
R0000080,R0000086,0
R0000080,R0000087,1
R0000080,R0000088,1
R0000080,R0000089,1
R0000080,R0000090,1
R0000080,R0000091,0
R0000080,R0000092,1
R0000080,R0000093,1
R0000080,R0000094,1
R0000080,R0000095,1
R0000080,R0000096,1
R0000080,R0000097,2
R0000080,R0000098,0
R0000080,R0000099,2
R0000080,R00000100,1
R0000081,R0000082,1
R0000081,R0000083,1
R0000081,R0000084,0
R0000081,R0000085,0
R0000081,R0000086,0
R0000081,R0000087,0
R0000081,R0000088,1
R0000081,R0000089,1
R0000081,R0000090,1
R0000081,R0000091,0
R0000081,R0000092,1
R0000081,R0000093,1
R0000081,R0000094,1
R0000081,R0000095,0
R0000081,R0000096,1
R0000081,R0000097,1
R0000081,R0000098,0
R0000081,R0000099,0
R0000081,R00000100,1
R0000082,R0000083,3
R0000082,R0000084,0
R0000082,R0000085,1
R0000082,R0000086,0
R0000082,R0000087,1
R0000082,R0000088,1
R0000082,R0000089,3
R0000082,R0000090,4
R0000082,R0000091,1
R0000082,R0000092,2
R0000082,R0000093,2
R0000082,R0000094,1
R0000082,R0000095,2
R0000082,R0000096,1
R0000082,R0000097,1
R0000082,R0000098,1
R0000082,R0000099,0
R0000082,R00000100,1
R0000083,R0000084,0
R0000083,R0000085,1
R0000083,R0000086,0
R0000083,R0000087,1
R0000083,R0000088,2
R0000083,R0000089,4
R0000083,R0000090,5
R0000083,R0000091,2
R0000083,R0000092,3
R0000083,R0000093,3
R0000083,R0000094,3
R0000083,R0000095,3
R0000083,R0000096,2
R0000083,R0000097,2
R0000083,R0000098,1
R0000083,R0000099,1
R0000083,R00000100,1
R0000084,R0000085,0
R0000084,R0000086,0
R0000084,R0000087,0
R0000084,R0000088,0
R0000084,R0000089,0
R0000084,R0000090,0
R0000084,R0000091,0
R0000084,R0000092,0
R0000084,R0000093,0
R0000084,R0000094,0
R0000084,R0000095,0
R0000084,R0000096,0
